,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,group,item,type,condition,sentence,question,answer,speed,file,duration
408,408,408,408,b1,49,target,plaus,The butcher sold the thief the pork.,Did the thief receive something/someone?,yes,1,49_target_plaus_1.gif,2250
409,409,409,409,b1,50,target,plaus,The foreigner leased the king the horse.,Did the horse receive something/someone?,no,2,50_target_plaus_4.gif,5570
410,410,410,410,b1,51,target,plaus,The farmer leased the actor the cottage.,Did the actor receive something/someone?,yes,3,51_target_plaus_8.gif,9970
411,411,411,411,b1,52,target,plaus,The groomsman leased the groom the house.,Did the house receive something/someone?,no,1,52_target_plaus_1.gif,2275
412,412,412,412,b1,53,target,plaus,The manager leased the guy the shirt.,Did the guy receive something/someone?,yes,2,53_target_plaus_4.gif,5555
413,413,413,413,b1,54,target,plaus,The boy threw the knight the flute.,Did the flute receive something/someone?,no,3,54_target_plaus_8.gif,9945
414,414,414,414,b1,55,target,plaus,The girl threw the boy the pen.,Did the boy receive something/someone?,yes,1,55_target_plaus_1.gif,2225
415,415,415,415,b1,56,target,plaus,The butler threw the cook the bag.,Did the bag receive something/someone?,no,2,56_target_plaus_4.gif,5540
416,416,416,416,b1,57,target,plaus,The bartender tossed the baker the apron.,Did the baker receive something/someone?,yes,3,57_target_plaus_8.gif,9975
417,417,417,417,b1,58,target,plaus,The miser tossed the heir the peach.,Did the peach receive something/someone?,no,1,58_target_plaus_1.gif,2250
418,418,418,418,b1,59,target,plaus,The politician tossed the guard the key.,Did the guard receive something/someone?,yes,2,59_target_plaus_4.gif,5570
419,419,419,419,b1,60,target,plaus,The mistress tossed the guest the blouse.,Did the blouse receive something/someone?,no,3,60_target_plaus_8.gif,9975
420,420,420,420,b1,101,filler,filler,She pricked her finger on a thorn.,Did a thorn prick her finger?,yes,1,101_filler_filler_1.gif,2240
421,421,421,421,b1,102,filler,filler,The cat chased a small gray mouse.,Was the cat playing with a toy?,no,2,102_filler_filler_4.gif,5540
422,422,422,422,b1,103,filler,filler,He skipped a smooth stone across the lake.,Did the stone bounce across the water?,yes,3,103_filler_filler_8.gif,11175
423,423,423,423,b1,104,filler,filler,She turned the key in the old lock.,Did she try to open something with the key?,yes,1,104_filler_filler_1.gif,2390
424,424,424,424,b1,105,filler,filler,The magician pulled a rabbit out of his hat.,Did the magician produce a dove from the hat?,no,2,105_filler_filler_4.gif,6780
425,425,425,425,b1,106,filler,filler,He tied the package with some rope.,Was he wrapping the package with tape?,no,3,106_filler_filler_8.gif,9945
426,426,426,426,b1,107,filler,filler,The trainer clapped to cue the trained seal into the ring.,Was the seal given a signal to perform?,yes,1,107_filler_filler_1.gif,2940
427,427,427,427,b1,108,filler,filler,She left a handwritten note on his desk.,Did she send him an email instead?,no,2,108_filler_filler_4.gif,6165
428,428,428,428,b1,109,filler,filler,The brave soldier became a noble knight in the story.,Was the character portrayed as cowardly?,no,3,109_filler_filler_8.gif,13620
429,429,429,429,b1,110,filler,filler,He dipped a chip into the salsa.,Did he eat the chip with salsa?,yes,1,110_filler_filler_1.gif,2230
430,430,430,430,b1,111,filler,filler,He wore a black tie with a gray business suit.,Was he dressed formally?,yes,2,111_filler_filler_4.gif,7385
431,431,431,431,b1,112,filler,filler,She caught the fish in her fishing net.,Did she catch the fish?,yes,3,112_filler_filler_8.gif,11160
432,432,432,432,b1,113,filler,filler,He was in the prison.,Was he in the hospital?,no,1,113_filler_filler_1.gif,1885
433,433,433,433,b1,114,filler,filler,"To find the treasure, they followed the old map through the jungle.",Did they rely on a modern GPS system?,no,2,114_filler_filler_4.gif,8680
434,434,434,434,b1,115,filler,filler,She picked up a white spiral shell from the sand.,Did she find the shell in the snow?,no,3,115_filler_filler_8.gif,13600
435,435,435,435,b1,116,filler,filler,The night sky was lit by the bright full moon.,Was the full moon visible in the sky?,yes,1,116_filler_filler_1.gif,2735
436,436,436,436,b1,117,filler,filler,"For his birthday, they surprised him with a strawberry cake.",Was he expecting a birthday surprise?,no,2,117_filler_filler_4.gif,7455
437,437,437,437,b1,118,filler,filler,He grilled a fresh ear of corn for lunch.,Did he prepare corn using a grill?,yes,3,118_filler_filler_8.gif,12365
438,438,438,438,b1,119,filler,filler,He pulled tight to secure the knot in the rope.,Was he trying to untie the rope?,no,1,119_filler_filler_1.gif,2740
439,439,439,439,b1,120,filler,filler,She pulled some coins from her purse.,Did she have coins?,yes,2,120_filler_filler_4.gif,5555
440,440,440,440,b1,121,filler,filler,The hotel boasts an infinity pool.,Does the hotel have a pool?,yes,3,121_filler_filler_8.gif,8745
441,441,441,441,b1,122,filler,filler,The children built a castle.,Did the children build the castle?,yes,1,122_filler_filler_1.gif,1920
442,442,442,442,b1,123,filler,filler,The old stone mill by the river still grinds wheat into flour.,Was the mill by the river?,yes,2,123_filler_filler_4.gif,8655
443,443,443,443,b1,124,filler,filler,He had to tweak the settings on his camera to get the perfect shot.,Was he using a computer?,no,3,124_filler_filler_8.gif,18470
444,444,444,444,b1,125,filler,filler,The cave was dark and echoed when the explorer spoke. ,Was the cave quiet and bright?,no,1,125_filler_filler_1.gif,2770
445,445,445,445,b1,126,filler,filler,The girl performed a graceful dance on stage.,Did the girl dance?,yes,2,126_filler_filler_4.gif,6190
446,446,446,446,b1,127,filler,filler,A deep fear settled in his heart.,Was he calm and fearless?,no,3,127_filler_filler_8.gif,9935
447,447,447,447,b1,128,filler,filler,He had a deep frown on his face.,Was he smiling?,no,1,128_filler_filler_1.gif,2375
448,448,448,448,b1,129,filler,filler,The cat made a quick jump onto the windowsill.,Did the cat jump?,yes,2,129_filler_filler_4.gif,6790
449,449,449,449,b1,130,filler,filler,They built a ramp to connect the sidewalk to the entrance.,Did they build a bridge?,no,3,130_filler_filler_8.gif,14840
450,450,450,450,b1,131,filler,filler,The old bridge swayed slightly in the wind.,Did the bridge move in the wind?,yes,1,131_filler_filler_1.gif,2430
451,451,451,451,b1,132,filler,filler,She placed the fresh tulips in a crystal vase on the dining table.,Did she place tulips on the dining hall table?,yes,2,132_filler_filler_4.gif,9270
452,452,452,452,b1,133,filler,filler,"The bright sun warmed the beach, casting long shadows across the sand.",Was the beach covered in snow?,no,3,133_filler_filler_8.gif,16095
453,453,453,453,b1,134,filler,filler,He scribbled the notes quickly on a sheet.,Did he take notes?,yes,1,134_filler_filler_1.gif,2425
454,454,454,454,b1,135,filler,filler,The boat began to drift with the current.,Was the boat anchored in place?,no,2,135_filler_filler_4.gif,6170
455,455,455,455,b1,136,filler,filler,The balloon continued to float in the air.,Did the balloon stay on the ground?,no,3,136_filler_filler_8.gif,11175
456,456,456,456,b1,137,filler,filler,The ice began to melt under the sun.,Did the ice remain frozen the whole time?,no,1,137_filler_filler_1.gif,2395
457,457,457,457,b1,138,filler,filler,The cat stretched its neck to look out the window.,Was there a cat?,yes,2,138_filler_filler_4.gif,7405
458,458,458,458,b1,139,filler,filler,"After hours of playing, the guitarist's fingertips developed a callus.",Did the musician play the guitar? ,yes,3,139_filler_filler_8.gif,13705
459,459,459,459,b1,140,filler,filler,The blanket was incredibly soft.,Was the blanket rough?,no,1,140_filler_filler_1.gif,1940
460,460,460,460,b1,141,filler,filler,The storm raged outside all night.,Was the weather calm during the night?,no,2,141_filler_filler_4.gif,4945
461,461,461,461,b1,142,filler,filler,She decided to throw away her old clothes.,Did she keep all her old clothes?,no,3,142_filler_filler_8.gif,11175
462,462,462,462,b1,143,filler,filler,The room fell quiet after the announcement.,Did the room get louder after the announcement?,no,1,143_filler_filler_1.gif,2285
463,463,463,463,b1,144,filler,filler,She found a shiny coin under the couch.,Did she find a bottle under the couch?,no,2,144_filler_filler_4.gif,6160
464,464,464,464,b1,145,filler,filler,The children played inside the tent for hours.,Were the children inside the tent?,yes,3,145_filler_filler_8.gif,11195
465,465,465,465,b1,146,filler,filler,The movie tells the story of a young hero.,Was the movie about a hero?,yes,1,146_filler_filler_1.gif,2570
466,466,466,466,b1,147,filler,filler,A distant drum beat echoed through the valley.,Was the source of the drum beat close?,no,2,147_filler_filler_4.gif,6195
467,467,467,467,b1,148,filler,filler,The train sped past the station without stopping.,Did the train stop at the station?,no,3,148_filler_filler_8.gif,11210
468,468,468,468,b1,149,filler,filler,Someone who has fought in a war is a veteran.,Does the sentence mention a war? ,yes,1,149_filler_filler_1.gif,2730
469,469,469,469,b1,150,filler,filler,The woman brought her sick pet dog to a veterinarian.,Was the animal a canine? ,yes,2,150_filler_filler_4.gif,7420
470,470,470,470,b1,151,filler,filler,The vintage wedding dress was big and required an alteration.,Was the gown too small? ,no,3,151_filler_filler_8.gif,13660
471,471,471,471,b1,152,filler,filler,She saved him from the poison by administering an antidote.,Did she save him by amputating? ,no,1,152_filler_filler_1.gif,2800
472,472,472,472,b1,153,filler,filler,There is a beanbag toss game booth at this carnival.,Were the beanbags for a game? ,yes,2,153_filler_filler_4.gif,7415
473,473,473,473,b1,154,filler,filler,"For lunch, she had brought tomato soup in a thermos.",Did she bring her own lunch? ,yes,3,154_filler_filler_8.gif,13615
474,474,474,474,b1,155,filler,filler,"The circus featured an acrobat, a clown, and a juggler.",Was there a clown at the performance? ,yes,1,155_filler_filler_1.gif,2780
475,475,475,475,b1,156,filler,filler,"In the nineties, the Rugrats was a very popular cartoon.",Was the Rugrats obscure during the nineties? ,no,2,156_filler_filler_4.gif,7435
476,476,476,476,b1,157,filler,filler,The goddess refused to be bested by a mere mortal.,Was the deity okay with losing? ,no,3,157_filler_filler_8.gif,13605
477,477,477,477,b1,158,filler,filler,The sailors feared the harsh discipline of this ship captain.,Does the sentence mention sailors?,yes,1,158_filler_filler_1.gif,2810
478,478,478,478,b1,159,filler,filler,The flute player nervously prepared an excerpt for an audition.,Did the musician feel anxious? ,yes,2,159_filler_filler_4.gif,7470
479,479,479,479,b1,160,filler,filler,The college sent out a newsletter to all its alumni.,Does the sentence mention a college? ,yes,3,160_filler_filler_8.gif,13615
480,480,480,480,b2,1,target,implaus,The sister mailed the letter the niece.,Did the niece receive something/someone?,no,2,1_target_implaus_4.gif,5565
481,481,481,481,b2,2,target,implaus,The mother gave the candle the daughter.,Did the daughter receive something/someone?,no,3,2_target_implaus_8.gif,9970
482,482,482,482,b2,3,target,implaus,The uncle sold the truck the father.,Did the father receive something/someone?,no,1,3_target_implaus_1.gif,2250
483,483,483,483,b2,4,target,implaus,The contractor lent the saw the homeowner.,Did the homeowner receive something/someone?,no,2,4_target_implaus_4.gif,5580
484,484,484,484,b2,5,target,implaus,The sailing club leased the boat the man.,Did the man receive something/someone?,no,3,5_target_implaus_8.gif,11170
485,485,485,485,b2,6,target,implaus,The girl tossed the apple the boy.,Did the apple receive something/someone?,yes,1,6_target_implaus_1.gif,2240
486,486,486,486,b2,7,target,implaus,The daughter passed the bowl the mother.,Did the bowl receive something/someone?,yes,2,7_target_implaus_4.gif,5570
487,487,487,487,b2,8,target,implaus,The scuba instructor rented the equipment the tourist.,Did the equipment receive something/someone?,yes,3,8_target_implaus_8.gif,11235
488,488,488,488,b2,9,target,implaus,The boy handed the pencil the girl.,Did the pencil receive something/someone?,yes,1,9_target_implaus_1.gif,2245
489,489,489,489,b2,10,target,implaus,The nanny threw the toy the child.,Did the toy receive something/someone?,yes,2,10_target_implaus_4.gif,5540
490,490,490,490,b2,11,target,implaus,The nephew mailed the postcard the aunt.,Did the postcard receive something/someone?,yes,3,11_target_implaus_8.gif,9970
491,491,491,491,b2,12,target,implaus,The father gave the car the son.,Did the car receive something/someone?,yes,1,12_target_implaus_1.gif,2230
492,492,492,492,b2,13,target,implaus,The shop sold the bike the student.,Did the bike receive something/someone?,yes,2,13_target_implaus_4.gif,5545
493,493,493,493,b2,14,target,implaus,The janitor lent the mop the teacher.,Did the mop receive something/someone?,yes,3,14_target_implaus_8.gif,9955
494,494,494,494,b2,15,target,implaus,The car dealer leased the SUV the plumber.,Did the SUV receive something/someone?,yes,1,15_target_implaus_1.gif,2425
495,495,495,495,b2,16,target,implaus,The host tossed the microphone the contestant.,Did the contestant receive something/someone?,no,2,16_target_implaus_4.gif,5600
496,496,496,496,b2,17,target,implaus,The quarterback passed the ball the receiver.,Did the receiver receive something/someone?,no,3,17_target_implaus_8.gif,9995
497,497,497,497,b2,18,target,implaus,The videostore rented the DVD the customer.,Did the customer receive something/someone?,no,1,18_target_implaus_1.gif,2285
498,498,498,498,b2,19,target,implaus,The bartender handed the drink the lady.,Did the lady receive something/someone?,no,2,19_target_implaus_4.gif,5570
499,499,499,499,b2,20,target,implaus,The magician threw the hat the assistant.,Did the assistant receive something/someone?,no,3,20_target_implaus_8.gif,9975
500,500,500,500,b2,21,target,implaus,The animal lover gave the snack the cat.,Did the cat receive something/someone?,no,1,21_target_implaus_1.gif,2415
501,501,501,501,b2,22,target,implaus,The restaurant owner gave the brandy the mobster.,Did the brandy receive something/someone?,yes,2,22_target_implaus_4.gif,6210
502,502,502,502,b2,23,target,implaus,The overseer gave the seeds the serf.,Did the serf receive something/someone?,no,3,23_target_implaus_8.gif,9955
503,503,503,503,b2,24,target,implaus,The painter gave the clothes the saint.,Did the clothes receive something/someone?,yes,1,24_target_implaus_1.gif,2265
504,504,504,504,b2,25,target,implaus,The undercover cop gave the berries the felon.,Did the felon receive something/someone?,no,2,25_target_implaus_4.gif,6195
505,505,505,505,b2,26,target,implaus,The queen handed the cloak the nun.,Did the cloak receive something/someone?,yes,3,26_target_implaus_8.gif,9945
506,506,506,506,b2,27,target,implaus,The father handed the bill the son.,Did the son receive something/someone?,no,1,27_target_implaus_1.gif,2245
507,507,507,507,b2,28,target,implaus,The mother handed the rag the kid.,Did the rag receive something/someone?,yes,2,28_target_implaus_4.gif,5540
508,508,508,508,b2,29,target,implaus,The zookeeper handed the stone the ape.,Did the ape receive something/someone?,no,3,29_target_implaus_8.gif,9965
509,509,509,509,b2,30,target,implaus,The traitor handed the knife the thug.,Did the knife receive something/someone?,yes,1,30_target_implaus_1.gif,2260
510,510,510,510,b2,31,target,plaus,The cleaner lent the cop the broom.,Did the cop receive something/someone?,yes,2,31_target_plaus_4.gif,5545
511,511,511,511,b2,32,target,plaus,The delivery driver lent the sailor the perfume.,Did the perfume receive something/someone?,no,3,32_target_plaus_8.gif,11205
512,512,512,512,b2,33,target,plaus,The humorous king lent the clown the throne.,Did the clown receive something/someone?,yes,1,33_target_plaus_1.gif,2435
513,513,513,513,b2,34,target,plaus,The emperor of Austria lent the tsar the watch.,Did the watch receive something/someone?,no,2,34_target_plaus_4.gif,6795
514,514,514,514,b2,35,target,plaus,The knight offered the farmer the helmet.,Did the farmer receive something/someone?,yes,3,35_target_plaus_8.gif,9975
515,515,515,515,b2,36,target,plaus,The duchess offered the girl the robe.,Did the robe receive something/someone?,no,1,36_target_plaus_1.gif,2260
516,516,516,516,b2,37,target,plaus,The monastery offered the monk the shelf.,Did the monk receive something/someone?,yes,2,37_target_plaus_4.gif,5575
517,517,517,517,b2,38,target,plaus,The winemaker offered the Jew the ale.,Did the ale receive something/someone?,no,3,38_target_plaus_8.gif,9960
518,518,518,518,b2,39,target,plaus,The conference organizer offered the speakers the jackets.,Did the speakers receive something/someone?,yes,1,39_target_plaus_1.gif,2505
519,519,519,519,b2,40,target,plaus,The doctor passed the nurse the mask.,Did the mask receive something/someone?,no,2,40_target_plaus_4.gif,5555
520,520,520,520,b2,41,target,plaus,The husband passed the wife the plate.,Did the wife receive something/someone?,yes,3,41_target_plaus_8.gif,9960
521,521,521,521,b2,42,target,plaus,The guest passed the host the soup.,Did the soup receive something/someone?,no,1,42_target_plaus_1.gif,2245
522,522,522,522,b2,43,target,plaus,The secretary passed the boss the jam.,Did the boss receive something/someone?,yes,2,43_target_plaus_4.gif,5560
523,523,523,523,b2,44,target,plaus,The caregiver passed the leper the onion.,Did the onion receive something/someone?,no,3,44_target_plaus_8.gif,9975
524,524,524,524,b2,45,target,plaus,The merchant sold the lord the wine.,Did the lord receive something/someone?,yes,1,45_target_plaus_1.gif,2250
525,525,525,525,b2,46,target,plaus,The uncle sold the niece the calves.,Did the calves receive something/someone?,no,2,46_target_plaus_4.gif,5550
526,526,526,526,b2,47,target,plaus,The food truck sold the rider the pastry.,Did the rider receive something/someone?,yes,3,47_target_plaus_8.gif,11170
527,527,527,527,b2,48,target,plaus,The witch sold the wizard the serpent.,Did the serpent receive something/someone?,no,1,48_target_plaus_1.gif,2260
528,528,528,528,b2,49,target,plaus,The butcher sold the thief the pork.,Did the thief receive something/someone?,yes,2,49_target_plaus_4.gif,5550
529,529,529,529,b2,50,target,plaus,The foreigner leased the king the horse.,Did the horse receive something/someone?,no,3,50_target_plaus_8.gif,9970
530,530,530,530,b2,51,target,plaus,The farmer leased the actor the cottage.,Did the actor receive something/someone?,yes,1,51_target_plaus_1.gif,2270
531,531,531,531,b2,52,target,plaus,The groomsman leased the groom the house.,Did the house receive something/someone?,no,2,52_target_plaus_4.gif,5575
532,532,532,532,b2,53,target,plaus,The manager leased the guy the shirt.,Did the guy receive something/someone?,yes,3,53_target_plaus_8.gif,9955
533,533,533,533,b2,54,target,plaus,The boy threw the knight the flute.,Did the flute receive something/someone?,no,1,54_target_plaus_1.gif,2245
534,534,534,534,b2,55,target,plaus,The girl threw the boy the pen.,Did the boy receive something/someone?,yes,2,55_target_plaus_4.gif,5525
535,535,535,535,b2,56,target,plaus,The butler threw the cook the bag.,Did the bag receive something/someone?,no,3,56_target_plaus_8.gif,9940
536,536,536,536,b2,57,target,plaus,The bartender tossed the baker the apron.,Did the baker receive something/someone?,yes,1,57_target_plaus_1.gif,2275
537,537,537,537,b2,58,target,plaus,The miser tossed the heir the peach.,Did the peach receive something/someone?,no,2,58_target_plaus_4.gif,5550
538,538,538,538,b2,59,target,plaus,The politician tossed the guard the key.,Did the guard receive something/someone?,yes,3,59_target_plaus_8.gif,9970
539,539,539,539,b2,60,target,plaus,The mistress tossed the guest the blouse.,Did the blouse receive something/someone?,no,1,60_target_plaus_1.gif,2275
540,540,540,540,b2,101,filler,filler,She pricked her finger on a thorn.,Did a thorn prick her finger?,yes,2,101_filler_filler_4.gif,5540
541,541,541,541,b2,102,filler,filler,The cat chased a small gray mouse.,Was the cat playing with a toy?,no,3,102_filler_filler_8.gif,9940
542,542,542,542,b2,103,filler,filler,He skipped a smooth stone across the lake.,Did the stone bounce across the water?,yes,1,103_filler_filler_1.gif,2425
543,543,543,543,b2,104,filler,filler,She turned the key in the old lock.,Did she try to open something with the key?,yes,2,104_filler_filler_4.gif,6140
544,544,544,544,b2,105,filler,filler,The magician pulled a rabbit out of his hat.,Did the magician produce a dove from the hat?,no,3,105_filler_filler_8.gif,12380
545,545,545,545,b2,106,filler,filler,He tied the package with some rope.,Was he wrapping the package with tape?,no,1,106_filler_filler_1.gif,2245
546,546,546,546,b2,107,filler,filler,The trainer clapped to cue the trained seal into the ring.,Was the seal given a signal to perform?,yes,2,107_filler_filler_4.gif,8040
547,547,547,547,b2,108,filler,filler,She left a handwritten note on his desk.,Did she send him an email instead?,no,3,108_filler_filler_8.gif,11165
548,548,548,548,b2,109,filler,filler,The brave soldier became a noble knight in the story.,Was the character portrayed as cowardly?,no,1,109_filler_filler_1.gif,2770
549,549,549,549,b2,110,filler,filler,He dipped a chip into the salsa.,Did he eat the chip with salsa?,yes,2,110_filler_filler_4.gif,5530
550,550,550,550,b2,111,filler,filler,He wore a black tie with a gray business suit.,Was he dressed formally?,yes,3,111_filler_filler_8.gif,13585
551,551,551,551,b2,112,filler,filler,She caught the fish in her fishing net.,Did she catch the fish?,yes,1,112_filler_filler_1.gif,2410
552,552,552,552,b2,113,filler,filler,He was in the prison.,Was he in the hospital?,no,2,113_filler_filler_4.gif,4285
553,553,553,553,b2,114,filler,filler,"To find the treasure, they followed the old map through the jungle.",Did they rely on a modern GPS system?,no,3,114_filler_filler_8.gif,16080
554,554,554,554,b2,115,filler,filler,She picked up a white spiral shell from the sand.,Did she find the shell in the snow?,no,1,115_filler_filler_1.gif,2750
555,555,555,555,b2,116,filler,filler,The night sky was lit by the bright full moon.,Was the full moon visible in the sky?,yes,2,116_filler_filler_4.gif,7385
556,556,556,556,b2,117,filler,filler,"For his birthday, they surprised him with a strawberry cake.",Was he expecting a birthday surprise?,no,3,117_filler_filler_8.gif,13655
557,557,557,557,b2,118,filler,filler,He grilled a fresh ear of corn for lunch.,Did he prepare corn using a grill?,yes,1,118_filler_filler_1.gif,2565
558,558,558,558,b2,119,filler,filler,He pulled tight to secure the knot in the rope.,Was he trying to untie the rope?,no,2,119_filler_filler_4.gif,7390
559,559,559,559,b2,120,filler,filler,She pulled some coins from her purse.,Did she have coins?,yes,3,120_filler_filler_8.gif,9955
560,560,560,560,b2,121,filler,filler,The hotel boasts an infinity pool.,Does the hotel have a pool?,yes,1,121_filler_filler_1.gif,2095
561,561,561,561,b2,122,filler,filler,The children built a castle.,Did the children build the castle?,yes,2,122_filler_filler_4.gif,4320
562,562,562,562,b2,123,filler,filler,The old stone mill by the river still grinds wheat into flour.,Was the mill by the river?,yes,3,123_filler_filler_8.gif,16055
563,563,563,563,b2,124,filler,filler,He had to tweak the settings on his camera to get the perfect shot.,Was he using a computer?,no,1,124_filler_filler_1.gif,3420
564,564,564,564,b2,125,filler,filler,The cave was dark and echoed when the explorer spoke. ,Was the cave quiet and bright?,no,2,125_filler_filler_4.gif,7420
565,565,565,565,b2,126,filler,filler,The girl performed a graceful dance on stage.,Did the girl dance?,yes,3,126_filler_filler_8.gif,11190
566,566,566,566,b2,127,filler,filler,A deep fear settled in his heart.,Was he calm and fearless?,no,1,127_filler_filler_1.gif,2235
567,567,567,567,b2,128,filler,filler,He had a deep frown on his face.,Was he smiling?,no,2,128_filler_filler_4.gif,6125
568,568,568,568,b2,129,filler,filler,The cat made a quick jump onto the windowsill.,Did the cat jump?,yes,3,129_filler_filler_8.gif,12390
569,569,569,569,b2,130,filler,filler,They built a ramp to connect the sidewalk to the entrance.,Did they build a bridge?,no,1,130_filler_filler_1.gif,2940
570,570,570,570,b2,131,filler,filler,The old bridge swayed slightly in the wind.,Did the bridge move in the wind?,yes,2,131_filler_filler_4.gif,6180
571,571,571,571,b2,132,filler,filler,She placed the fresh tulips in a crystal vase on the dining table.,Did she place tulips on the dining hall table?,yes,3,132_filler_filler_8.gif,17270
572,572,572,572,b2,133,filler,filler,"The bright sun warmed the beach, casting long shadows across the sand.",Was the beach covered in snow?,no,1,133_filler_filler_1.gif,3145
573,573,573,573,b2,134,filler,filler,He scribbled the notes quickly on a sheet.,Did he take notes?,yes,2,134_filler_filler_4.gif,6175
574,574,574,574,b2,135,filler,filler,The boat began to drift with the current.,Was the boat anchored in place?,no,3,135_filler_filler_8.gif,11170
575,575,575,575,b2,136,filler,filler,The balloon continued to float in the air.,Did the balloon stay on the ground?,no,1,136_filler_filler_1.gif,2425
576,576,576,576,b2,137,filler,filler,The ice began to melt under the sun.,Did the ice remain frozen the whole time?,no,2,137_filler_filler_4.gif,6145
577,577,577,577,b2,138,filler,filler,The cat stretched its neck to look out the window.,Was there a cat?,yes,3,138_filler_filler_8.gif,13605
578,578,578,578,b2,139,filler,filler,"After hours of playing, the guitarist's fingertips developed a callus.",Did the musician play the guitar? ,yes,1,139_filler_filler_1.gif,2855
579,579,579,579,b2,140,filler,filler,The blanket was incredibly soft.,Was the blanket rough?,no,2,140_filler_filler_4.gif,4340
580,580,580,580,b2,141,filler,filler,The storm raged outside all night.,Was the weather calm during the night?,no,3,141_filler_filler_8.gif,8745
581,581,581,581,b2,142,filler,filler,She decided to throw away her old clothes.,Did she keep all her old clothes?,no,1,142_filler_filler_1.gif,2425
582,582,582,582,b2,143,filler,filler,The room fell quiet after the announcement.,Did the room get louder after the announcement?,no,2,143_filler_filler_4.gif,5585
583,583,583,583,b2,144,filler,filler,She found a shiny coin under the couch.,Did she find a bottle under the couch?,no,3,144_filler_filler_8.gif,11160
584,584,584,584,b2,145,filler,filler,The children played inside the tent for hours.,Were the children inside the tent?,yes,1,145_filler_filler_1.gif,2445
585,585,585,585,b2,146,filler,filler,The movie tells the story of a young hero.,Was the movie about a hero?,yes,2,146_filler_filler_4.gif,6770
586,586,586,586,b2,147,filler,filler,A distant drum beat echoed through the valley.,Was the source of the drum beat close?,no,3,147_filler_filler_8.gif,11195
587,587,587,587,b2,148,filler,filler,The train sped past the station without stopping.,Did the train stop at the station?,no,1,148_filler_filler_1.gif,2460
588,588,588,588,b2,149,filler,filler,Someone who has fought in a war is a veteran.,Does the sentence mention a war? ,yes,2,149_filler_filler_4.gif,7380
589,589,589,589,b2,150,filler,filler,The woman brought her sick pet dog to a veterinarian.,Was the animal a canine? ,yes,3,150_filler_filler_8.gif,13620
590,590,590,590,b2,151,filler,filler,The vintage wedding dress was big and required an alteration.,Was the gown too small? ,no,1,151_filler_filler_1.gif,2810
591,591,591,591,b2,152,filler,filler,She saved him from the poison by administering an antidote.,Did she save him by amputating? ,no,2,152_filler_filler_4.gif,7450
592,592,592,592,b2,153,filler,filler,There is a beanbag toss game booth at this carnival.,Were the beanbags for a game? ,yes,3,153_filler_filler_8.gif,13615
593,593,593,593,b2,154,filler,filler,"For lunch, she had brought tomato soup in a thermos.",Did she bring her own lunch? ,yes,1,154_filler_filler_1.gif,2765
594,594,594,594,b2,155,filler,filler,"The circus featured an acrobat, a clown, and a juggler.",Was there a clown at the performance? ,yes,2,155_filler_filler_4.gif,7430
595,595,595,595,b2,156,filler,filler,"In the nineties, the Rugrats was a very popular cartoon.",Was the Rugrats obscure during the nineties? ,no,3,156_filler_filler_8.gif,13635
596,596,596,596,b2,157,filler,filler,The goddess refused to be bested by a mere mortal.,Was the deity okay with losing? ,no,1,157_filler_filler_1.gif,2755
597,597,597,597,b2,158,filler,filler,The sailors feared the harsh discipline of this ship captain.,Does the sentence mention sailors?,yes,2,158_filler_filler_4.gif,7460
598,598,598,598,b2,159,filler,filler,The flute player nervously prepared an excerpt for an audition.,Did the musician feel anxious? ,yes,3,159_filler_filler_8.gif,13670
599,599,599,599,b2,160,filler,filler,The college sent out a newsletter to all its alumni.,Does the sentence mention a college? ,yes,1,160_filler_filler_1.gif,2765
600,600,600,600,b3,1,target,implaus,The sister mailed the letter the niece.,Did the niece receive something/someone?,no,3,1_target_implaus_8.gif,9965
601,601,601,601,b3,2,target,implaus,The mother gave the candle the daughter.,Did the daughter receive something/someone?,no,1,2_target_implaus_1.gif,2270
602,602,602,602,b3,3,target,implaus,The uncle sold the truck the father.,Did the father receive something/someone?,no,2,3_target_implaus_4.gif,5550
603,603,603,603,b3,4,target,implaus,The contractor lent the saw the homeowner.,Did the homeowner receive something/someone?,no,3,4_target_implaus_8.gif,9980
604,604,604,604,b3,5,target,implaus,The sailing club leased the boat the man.,Did the man receive something/someone?,no,1,5_target_implaus_1.gif,2420
605,605,605,605,b3,6,target,implaus,The girl tossed the apple the boy.,Did the apple receive something/someone?,yes,2,6_target_implaus_4.gif,5540
606,606,606,606,b3,7,target,implaus,The daughter passed the bowl the mother.,Did the bowl receive something/someone?,yes,3,7_target_implaus_8.gif,9970
607,607,607,607,b3,8,target,implaus,The scuba instructor rented the equipment the tourist.,Did the equipment receive something/someone?,yes,1,8_target_implaus_1.gif,2485
608,608,608,608,b3,9,target,implaus,The boy handed the pencil the girl.,Did the pencil receive something/someone?,yes,2,9_target_implaus_4.gif,5545
609,609,609,609,b3,10,target,implaus,The nanny threw the toy the child.,Did the toy receive something/someone?,yes,3,10_target_implaus_8.gif,9940
610,610,610,610,b3,11,target,implaus,The nephew mailed the postcard the aunt.,Did the postcard receive something/someone?,yes,1,11_target_implaus_1.gif,2270
611,611,611,611,b3,12,target,implaus,The father gave the car the son.,Did the car receive something/someone?,yes,2,12_target_implaus_4.gif,5530
